Epochs,Optimizer,Activation_Function,Train_Loss,Train_Accuracy,Train_Recall,Val_Loss,Val_Accuracy,Val_Precision,Val_Recall
22,Rmsprop,relu,1.5869576930999756,0.23505976796150208,0.5019920468330383,1.4024543762207031,0.2568807303905487,,0.7155963182449341
21,Rmsprop,relu,1.5263751745224,0.29482072591781616,0.5537848472595215,1.4051536321640015,0.2568807303905487,,0.5137614607810974
15,Adagrad,relu,1.9149702787399292,0.2788844704627991,0.5378485918045044,1.4950239658355713,0.2568807303905487,,0.2568807303905487
4,Adagrad,relu,1.9483070373535156,0.2788844704627991,0.5099601745605469,1.406053066253662,0.2568807303905487,,0.2568807303905487
21,Adagrad,relu,1.9774105548858643,0.25099602341651917,0.4940239191055298,1.4830509424209595,0.2568807303905487,,0.2568807303905487
11,Adagrad,relu,1.9876545667648315,0.262948215007782,0.4741035997867584,1.4765576124191284,0.2568807303905487,,0.2568807303905487
3,Adagrad,relu,2.0865397453308105,0.24302789568901062,0.5059760808944702,1.3978137969970703,0.2568807303905487,,0.2568807303905487
7,Adagrad,relu,2.050161361694336,0.23904383182525635,0.5179283022880554,1.4427517652511597,0.2568807303905487,,0.2568807303905487
14,Adam,relu,1.6722649335861206,0.25099602341651917,0.5537848472595215,1.3872326612472534,0.2568807303905487,,0.2568807303905487
10,Adagrad,relu,2.057267189025879,0.19123506546020508,0.48605579137802124,1.4706133604049683,0.2568807303905487,,0.2568807303905487
2,Adagrad,relu,1.9981627464294434,0.23904383182525635,0.5139442086219788,1.3906162977218628,0.2568807303905487,,0.2568807303905487
15,Adam,relu,1.6743698120117188,0.2589641511440277,0.5139442086219788,1.381712794303894,0.2568807303905487,,0.5412843823432922
7,Rmsprop,relu,1.6853740215301514,0.29880478978157043,0.5498008131980896,1.4485818147659302,0.2568807303905487,,0.7155963182449341
13,Rmsprop,relu,1.7687586545944214,0.25099602341651917,0.5059760808944702,1.4465914964675903,0.2568807303905487,,0.7155963182449341
13,Adam,relu,1.6190584897994995,0.2709163427352905,0.5139442086219788,1.3868657350540161,0.2568807303905487,,0.5137614607810974
11,Rmsprop,relu,1.9134281873703003,0.2031872570514679,0.47011953592300415,1.4500614404678345,0.2568807303905487,,0.7155963182449341
6,Rmsprop,relu,1.819216251373291,0.26693227887153625,0.5219123363494873,1.4467980861663818,0.2568807303905487,,0.7155963182449341
1,Adam,relu,2.2400875091552734,0.21912351250648499,0.4900398552417755,1.3873040676116943,0.2568807303905487,,0.2568807303905487
8,Adagrad,relu,2.2127058506011963,0.22310757637023926,0.43824702501296997,1.4518969058990479,0.2568807303905487,,0.2568807303905487
20,Adam,relu,1.6148031949996948,0.2151394486427307,0.45418328046798706,1.3841149806976318,0.2568807303905487,,0.5412843823432922
1,Adagrad,relu,2.0729875564575195,0.262948215007782,0.47011953592300415,1.387101650238037,0.2568807303905487,,0.2568807303905487
18,Adam,relu,1.5632433891296387,0.2868525981903076,0.5219123363494873,1.3849201202392578,0.2568807303905487,,0.5412843823432922
4,Adam,relu,2.044614791870117,0.22310757637023926,0.4940239191055298,1.3868046998977661,0.2568807303905487,,0.5137614607810974
5,Adam,relu,1.798294186592102,0.262948215007782,0.5498008131980896,1.386045217514038,0.2568807303905487,,0.5137614607810974
12,Adagrad,relu,1.9105783700942993,0.29482072591781616,0.5179283022880554,1.483156442642212,0.2568807303905487,,0.2568807303905487
23,Adam,relu,1.5993385314941406,0.262948215007782,0.4661354720592499,1.3900259733200073,0.2568807303905487,,0.2568807303905487
12,Rmsprop,relu,1.681295394897461,0.2310757040977478,0.5139442086219788,1.4410672187805176,0.2568807303905487,,0.7155963182449341
1,Rmsprop,relu,1.978477954864502,0.2589641511440277,0.5537848472595215,1.3986905813217163,0.2568807303905487,,0.7155963182449341
12,Adam,relu,1.778517723083496,0.24302789568901062,0.49800798296928406,1.388127088546753,0.2568807303905487,,0.5137614607810974
5,Rmsprop,relu,1.9493393898010254,0.23505976796150208,0.5537848472595215,1.4401558637619019,0.2568807303905487,,0.7155963182449341
17,Adagrad,relu,2.018237352371216,0.2749004065990448,0.48605579137802124,1.5004749298095703,0.2568807303905487,,0.2568807303905487
6,Adam,relu,1.9155476093292236,0.21115538477897644,0.5059760808944702,1.3856104612350464,0.2568807303905487,,0.5137614607810974
2,Rmsprop,relu,1.9684944152832031,0.2868525981903076,0.5179283022880554,1.4119559526443481,0.2568807303905487,,0.7155963182449341
20,Adagrad,relu,1.9627127647399902,0.262948215007782,0.49800798296928406,1.4875823259353638,0.2568807303905487,,0.2568807303905487
