loss,accuracy
1.6685829162597656,0.252692312002182
1.3871384859085083,0.2461538463830948
1.3868495225906372,0.2482692301273346
1.386756181716919,0.2492307722568512
1.3863872289657593,0.250576913356781
1.386735439300537,0.24269230663776398
1.3866064548492432,0.24538461863994598
1.3866068124771118,0.24403846263885498
1.3865208625793457,0.24519230425357819
1.3865498304367065,0.2455769181251526
1.386519432067871,0.23865385353565216
1.386587381362915,0.24230769276618958
1.3864895105361938,0.2498076856136322
1.3865026235580444,0.25
1.3864293098449707,0.24423076212406158
1.3865084648132324,0.24288462102413177
1.3864564895629883,0.24211537837982178
1.3864952325820923,0.23307693004608154
1.3864374160766602,0.24269230663776398
1.3864431381225586,0.25
